provider_sk,provider_id,speciality,npi_number
39517,PROV0065,Internal Medicine,1809985059
39518,PROV0296,Internal Medicine,1365166613
39519,PROV0401,Oncology,4685461575
39520,PROV0450,General Practice,8786677456
39521,PROV0370,Dermatology,4865034172
39522,PROV0237,Internal Medicine,5842011686
39523,PROV0198,General Practice,7388837437
39524,PROV0407,Surgery,5125921655
39525,PROV0440,Cardiology,6049898056
39526,PROV0074,Neurology,9400207990
39527,PROV0457,Radiology,3905145874
39528,PROV0403,General Practice,4202424620
39529,PROV0481,General Practice,4855753000
39530,PROV0132,Surgery,2842293809
39531,PROV0377,Cardiology,1628817761
39532,PROV0386,Internal Medicine,7261456247
39533,PROV0493,Orthopedics,9130948558
39534,PROV0192,Orthopedics,6826625666
39535,PROV0331,Cardiology,9706606458
39536,PROV0480,Cardiology,4185100181
39537,PROV0434,Cardiology,6851938078
39538,PROV0105,Internal Medicine,3234937516
39539,PROV0018,Internal Medicine,9470474669
39540,PROV0316,Internal Medicine,5698908323
39541,PROV0300,Orthopedics,2273736156
39542,PROV0219,Oncology,6191388408
39543,PROV0077,Neurology,4754896202
39544,PROV0287,General Practice,5851825867
39545,PROV0293,Pediatrics,8959325970
39546,PROV0358,Orthopedics,7354258455
39547,PROV0333,Internal Medicine,3483160013
39548,PROV0492,Orthopedics,9969314977
39549,PROV0324,Internal Medicine,7129957563
39550,PROV0165,Internal Medicine,9223003104
39551,PROV0128,Radiology,7870749802
39552,PROV0008,Cardiology,9082477563
39553,PROV0149,Surgery,3771633050
39554,PROV0370,General Practice,7422554012
39555,PROV0358,General Practice,3500146079
39556,PROV0090,General Practice,6083786345
39557,PROV0408,Neurology,2967869959
39558,PROV0493,Surgery,9900199677
39559,PROV0080,Orthopedics,9758804023
39560,PROV0082,Pediatrics,8990169654
39561,PROV0292,Cardiology,9329155022
39562,PROV0279,Orthopedics,9704779335
39563,PROV0025,General Practice,1907478885
39564,PROV0323,Dermatology,8443587200
39565,PROV0317,Cardiology,4221210957
39566,PROV0236,Surgery,1223255748
39567,PROV0406,Internal Medicine,3684929952
39568,PROV0245,Orthopedics,9569959513
39569,PROV0089,Cardiology,2111888179
39570,PROV0094,Dermatology,9212423160
39571,PROV0430,Internal Medicine,7974550218
39572,PROV0057,Cardiology,1952461434
39573,PROV0006,Orthopedics,3086918311
39574,PROV0165,Internal Medicine,4218525401
39575,PROV0370,General Practice,6163360421
39576,PROV0176,Orthopedics,7458439824
39577,PROV0345,Oncology,7536406881
39578,PROV0323,Orthopedics,8792100037
39579,PROV0112,General Practice,2118907245
39580,PROV0130,Oncology,8909782789
39581,PROV0392,General Practice,3454749959
39582,PROV0082,Internal Medicine,2936050032
39583,PROV0482,General Practice,5447946929
39584,PROV0327,Internal Medicine,8198553267
39585,PROV0090,Internal Medicine,3847661713
39586,PROV0091,Orthopedics,8558736747
39587,PROV0483,Internal Medicine,1279984525
39588,PROV0416,General Practice,4517961177
39589,PROV0407,General Practice,1173035890
39590,PROV0238,Internal Medicine,8948353921
39591,PROV0427,Internal Medicine,7234374964
39592,PROV0394,Internal Medicine,5291269114
39593,PROV0343,General Practice,2116968785
39594,PROV0302,Orthopedics,9380108320
39595,PROV0384,Neurology,2573071579
39596,PROV0412,Oncology,5829289580
39597,PROV0336,Internal Medicine,3464949356
39598,PROV0277,General Practice,5910991728
39599,PROV0487,Surgery,1451166482
39600,PROV0251,General Practice,2301570661
39601,PROV0327,General Practice,7839403083
39602,PROV0238,Pediatrics,9829260454
39603,PROV0401,Radiology,6588596540
39604,PROV0176,Pediatrics,7791032368
39605,PROV0142,Internal Medicine,6604006531
39606,PROV0297,Internal Medicine,2345213749
39607,PROV0053,General Practice,9345499466
39608,PROV0148,Surgery,3726394490
39609,PROV0476,General Practice,2605580818
39610,PROV0393,Pediatrics,1791839682
39611,PROV0230,General Practice,1611910410
39612,PROV0200,Orthopedics,9257662288
39613,PROV0422,Radiology,8697653147
39614,PROV0290,Neurology,6512303156
39615,PROV0404,Internal Medicine,9647020507
39616,PROV0311,Oncology,8634322438
39617,PROV0441,General Practice,8642922395
39618,PROV0004,Orthopedics,1771045899
39619,PROV0429,Internal Medicine,8600525860
39620,PROV0123,Neurology,6096801152
39621,PROV0499,Internal Medicine,5663984493
39622,PROV0420,General Practice,7216980939
39623,PROV0124,General Practice,4160016034
39624,PROV0338,Pediatrics,5253368880
39625,PROV0154,General Practice,4777353669
39626,PROV0267,Pediatrics,9810046535
39627,PROV0074,Internal Medicine,2749625687
39628,PROV0006,Surgery,2894975609
39629,PROV0090,Orthopedics,6112330359
39630,PROV0103,Orthopedics,6095725426
39631,PROV0166,Internal Medicine,4999633035
39632,PROV0488,General Practice,1902312153
39633,PROV0053,Surgery,7287404600
39634,PROV0249,General Practice,9824343979
39635,PROV0141,Pediatrics,3397025429
39636,PROV0456,Internal Medicine,6637885017
39637,PROV0466,General Practice,6363800557
39638,PROV0153,General Practice,9628246542
39639,PROV0429,General Practice,5055553808
39640,PROV0381,Dermatology,5185602018
39641,PROV0463,Dermatology,1491209207
39642,PROV0103,Orthopedics,9000137226
39643,PROV0470,Internal Medicine,1181726353
39644,PROV0064,Internal Medicine,3766680765
39645,PROV0006,Orthopedics,1834178771
39646,PROV0363,Neurology,5744805392
39647,PROV0216,Internal Medicine,7431832543
39648,PROV0361,Surgery,6252822915
39649,PROV0353,Internal Medicine,2089899305
39650,PROV0284,Radiology,3467547530
39651,PROV0160,General Practice,6925749024
39652,PROV0042,Surgery,3590751963
39653,PROV0364,General Practice,4293389913
39654,PROV0469,Dermatology,7954469404
39655,PROV0450,General Practice,7353834443
39656,PROV0063,Cardiology,1815432905
39657,PROV0384,Pediatrics,9360345784
39658,PROV0175,Cardiology,2476589407
39659,PROV0157,Cardiology,6300866648
39660,PROV0380,Orthopedics,9151879298
39661,PROV0109,General Practice,1966806096
39662,PROV0481,Orthopedics,2552491883
39663,PROV0272,General Practice,5036527464
39664,PROV0458,General Practice,2342542115
39665,PROV0402,Internal Medicine,2032910146
39666,PROV0477,Cardiology,4698760143
39667,PROV0450,General Practice,8506281039
39668,PROV0047,General Practice,3642561555
39669,PROV0224,General Practice,8455991924
39670,PROV0096,Oncology,9666031824
39671,PROV0269,Oncology,2619304089
39672,PROV0384,Surgery,7821304573
39673,PROV0099,Pediatrics,1642766873
39674,PROV0229,Internal Medicine,9553799264
39675,PROV0128,Dermatology,9818248030
39676,PROV0192,Cardiology,2423802491
39677,PROV0424,Dermatology,8746312334
39678,PROV0204,Oncology,8862334392
39679,PROV0268,Dermatology,9079949169
39680,PROV0278,General Practice,5156661486
39681,PROV0360,General Practice,7377034637
39682,PROV0004,General Practice,7829523981
39683,PROV0368,Surgery,5368045329
39684,PROV0221,Internal Medicine,3192105834
39685,PROV0150,Internal Medicine,7038847498
39686,PROV0424,General Practice,2287124927
39687,PROV0250,Cardiology,2932634007
39688,PROV0168,Radiology,5279380490
39689,PROV0441,Dermatology,6539625936
39690,PROV0011,Cardiology,3674177458
39691,PROV0409,Radiology,8044987745
39692,PROV0374,Internal Medicine,4277062182
39693,PROV0480,Internal Medicine,9778594266
39694,PROV0234,Internal Medicine,3761016719
39695,PROV0139,Cardiology,8566247904
39696,PROV0006,General Practice,2452444161
39697,PROV0008,Cardiology,9881482510
39698,PROV0449,Pediatrics,5829040006
39699,PROV0325,Orthopedics,2692722894
39700,PROV0348,Cardiology,1187850140
39701,PROV0443,General Practice,5870935685
39702,PROV0140,Pediatrics,3008072437
39703,PROV0461,Internal Medicine,6208522302
39704,PROV0484,General Practice,2508349682
39705,PROV0002,Orthopedics,7347973433
39706,PROV0320,Dermatology,7383720903
39707,PROV0360,Orthopedics,2719613931
39708,PROV0127,Internal Medicine,1933985564
39709,PROV0141,Neurology,2178408800
39710,PROV0468,Radiology,6176836723
39711,PROV0152,Pediatrics,1310146365
39712,PROV0187,General Practice,7112819865
39713,PROV0304,Internal Medicine,2456410185
39714,PROV0412,General Practice,3146798794
39715,PROV0028,General Practice,2121178308
39716,PROV0055,General Practice,9994989442
39717,PROV0443,General Practice,1812232821
39718,PROV0226,General Practice,3503155166
39719,PROV0294,General Practice,4370823446
39720,PROV0069,Cardiology,4578880089
39721,PROV0103,General Practice,7504748303
39722,PROV0303,Internal Medicine,4944361312
39723,PROV0299,General Practice,7179007965
39724,PROV0243,Internal Medicine,6585713549
39725,PROV0012,General Practice,9826695866
39726,PROV0282,Internal Medicine,6949104624
39727,PROV0386,General Practice,6308025696
39728,PROV0372,Dermatology,2508079050
39729,PROV0479,Surgery,4172250030
39730,PROV0378,Internal Medicine,6179247668
39731,PROV0202,General Practice,6292134502
39732,PROV0082,Surgery,7710032346
39733,PROV0261,Orthopedics,5616284680
39734,PROV0071,Cardiology,2954815087
39735,PROV0127,Internal Medicine,2153723160
39736,PROV0153,Surgery,5407784878
39737,PROV0341,Oncology,9354345123
39738,PROV0353,Internal Medicine,6594010149
39739,PROV0434,Internal Medicine,4245027692
39740,PROV0436,General Practice,7009106763
39741,PROV0364,Internal Medicine,7492119172
39742,PROV0338,Internal Medicine,7164670737
39743,PROV0352,Dermatology,4184445816
39744,PROV0337,Cardiology,2683657458
39745,PROV0278,Internal Medicine,7218373931
39746,PROV0283,Internal Medicine,3954315790
39747,PROV0380,Cardiology,7643762059
39748,PROV0040,General Practice,4428855681
39749,PROV0186,Orthopedics,8408103130
39750,PROV0018,Oncology,1796557635
39751,PROV0032,Orthopedics,2101716975
39752,PROV0381,Surgery,6919725144
39753,PROV0329,Orthopedics,8048789347
39754,PROV0006,General Practice,4521390134
39755,PROV0371,Pediatrics,4492973361
39756,PROV0376,Internal Medicine,1766686074
39757,PROV0479,Internal Medicine,5798120711
39758,PROV0068,Surgery,3203587520
39759,PROV0277,Radiology,6499867378
39760,PROV0436,Cardiology,4250614351
39761,PROV0341,Orthopedics,6052161477
39762,PROV0227,Radiology,9681603984
39763,PROV0498,General Practice,7231820071
39764,PROV0497,Internal Medicine,8851584297
39765,PROV0075,General Practice,5034880451
39766,PROV0190,Pediatrics,1387186493
39767,PROV0233,Cardiology,4975797110
39768,PROV0243,Pediatrics,5273397362
39769,PROV0305,Cardiology,8399524495
39770,PROV0375,Pediatrics,2731774496
39771,PROV0003,Pediatrics,2272330738
39772,PROV0241,Radiology,3177533049
39773,PROV0278,General Practice,5457890524
39774,PROV0451,Internal Medicine,7347867866
39775,PROV0017,General Practice,2652905137
39776,PROV0306,Radiology,5658364833
39777,PROV0092,Dermatology,1917699348
39778,PROV0412,Internal Medicine,1871142998
39779,PROV0299,Radiology,6909540851
39780,PROV0058,General Practice,8108622322
39781,PROV0148,Surgery,8382801039
39782,PROV0324,General Practice,6464357820
39783,PROV0002,General Practice,9193236420
39784,PROV0235,Surgery,9718685386
39785,PROV0295,Cardiology,4613000246
39786,PROV0452,Dermatology,2658876250
39787,PROV0484,General Practice,7945061671
39788,PROV0022,Surgery,2420654696
39789,PROV0433,Internal Medicine,7151316497
39790,PROV0184,Cardiology,7581956850
39791,PROV0374,Radiology,8489710138
39792,PROV0317,Orthopedics,2569557304
39793,PROV0170,Radiology,5207860129
39794,PROV0083,Internal Medicine,8374923004
39795,PROV0183,Cardiology,3705272095
39796,PROV0259,Internal Medicine,8918495340
39797,PROV0126,Internal Medicine,4913654208
39798,PROV0418,General Practice,1156812511
39799,PROV0470,General Practice,2493274780
39800,PROV0243,Internal Medicine,1276463260
39801,PROV0364,Internal Medicine,4460764225
39802,PROV0151,Neurology,6001362030
39803,PROV0224,Surgery,3360742038
39804,PROV0239,Orthopedics,7297450940
39805,PROV0014,General Practice,9476026141
39806,PROV0373,Internal Medicine,4618690357
39807,PROV0085,General Practice,9508117749
39808,PROV0225,Oncology,4848655620
39809,PROV0159,Internal Medicine,3015755089
39810,PROV0224,General Practice,3211903267
39811,PROV0053,Oncology,2214315055
39812,PROV0100,Internal Medicine,7502373141
39813,PROV0258,General Practice,3012645869
39814,PROV0189,General Practice,4199855799
39815,PROV0267,Oncology,3075878132
39816,PROV0090,Internal Medicine,4884082666
39817,PROV0259,Internal Medicine,8781495647
39818,PROV0490,Oncology,5640904492
39819,PROV0062,Neurology,4507801118
39820,PROV0219,Internal Medicine,5107095636
39821,PROV0405,Internal Medicine,4563286438
39822,PROV0256,Pediatrics,4034742817
39823,PROV0129,Surgery,1257942024
39824,PROV0003,Internal Medicine,5875935679
39825,PROV0216,Internal Medicine,1042452865
39826,PROV0285,Neurology,9693215500
39827,PROV0164,Internal Medicine,1226639748
39828,PROV0465,Radiology,6284654712
39829,PROV0490,General Practice,8651266170
39830,PROV0278,General Practice,6286927101
39831,PROV0163,Surgery,7235160504
39832,PROV0231,Oncology,3144234641
39833,PROV0395,Cardiology,3218467396
39834,PROV0131,Internal Medicine,8892703397
39835,PROV0410,Oncology,8767095773
39836,PROV0430,General Practice,7933325147
39837,PROV0192,General Practice,2949105823
39838,PROV0066,Oncology,7533540258
39839,PROV0385,General Practice,7321030186
39840,PROV0468,Internal Medicine,7580560843
39841,PROV0287,Internal Medicine,7123058908
39842,PROV0002,Orthopedics,9675124832
39843,PROV0043,Dermatology,7175812484
39844,PROV0088,General Practice,4387447592
39845,PROV0298,General Practice,6150815041
39846,PROV0166,Orthopedics,6431637725
39847,PROV0296,Internal Medicine,2801084848
39848,PROV0135,Internal Medicine,2493597628
39849,PROV0188,Pediatrics,9215530030
39850,PROV0018,Internal Medicine,2603720221
39851,PROV0042,Orthopedics,1973428336
39852,PROV0041,Surgery,9137657508
39853,PROV0092,General Practice,7187505152
39854,PROV0244,General Practice,3172162936
39855,PROV0139,General Practice,7418114698
39856,PROV0062,Pediatrics,8164071522
39857,PROV0373,Internal Medicine,8720939802
39858,PROV0428,General Practice,5289286882
39859,PROV0251,Neurology,7485088987
39860,PROV0378,Surgery,7266745196
39861,PROV0352,General Practice,8861571081
39862,PROV0467,Pediatrics,4975541199
39863,PROV0289,General Practice,1507357399
39864,PROV0355,Pediatrics,8714671967
39865,PROV0236,Surgery,1991592283
39866,PROV0163,Pediatrics,4910093469
39867,PROV0003,Surgery,8998136860
39868,PROV0477,Internal Medicine,6972096947
39869,PROV0358,Internal Medicine,2131610265
39870,PROV0195,Cardiology,7786500887
39871,PROV0240,Pediatrics,6625620690
39872,PROV0429,General Practice,2149086490
39873,PROV0165,Pediatrics,4854347549
39874,PROV0292,Pediatrics,5015896368
39875,PROV0421,Cardiology,9373632146
39876,PROV0327,Neurology,1390399881
39877,PROV0162,Orthopedics,4906841359
39878,PROV0262,Radiology,9743278415
39879,PROV0069,Orthopedics,6357552930
39880,PROV0186,Internal Medicine,5548672941
39881,PROV0174,General Practice,3937240138
39882,PROV0149,Oncology,9966609599
39883,PROV0008,Dermatology,8383991997
39884,PROV0281,Oncology,1750231954
39885,PROV0237,Orthopedics,9533560530
39886,PROV0011,Pediatrics,4802468456
39887,PROV0376,General Practice,7967976042
39888,PROV0136,General Practice,5878920824
39889,PROV0127,Internal Medicine,6293006273
39890,PROV0380,Cardiology,6552134395
39891,PROV0368,General Practice,6127592325
39892,PROV0318,Radiology,1024937024
39893,PROV0318,General Practice,2062637570
39894,PROV0369,Radiology,4018132536
39895,PROV0280,Cardiology,5351270230
39896,PROV0146,General Practice,7204612246
39897,PROV0025,Internal Medicine,1137041164
39898,PROV0323,Internal Medicine,7142874297
39899,PROV0204,Radiology,3969618180
39900,PROV0172,Orthopedics,2881421776
39901,PROV0102,Pediatrics,8737688147
39902,PROV0459,Surgery,8821817004
39903,PROV0239,Neurology,1946869452
39904,PROV0262,Surgery,1499216860
39905,PROV0387,Oncology,3319410975
39906,PROV0317,Cardiology,1289943137
39907,PROV0232,General Practice,2467278540
39908,PROV0391,Internal Medicine,8400925756
39909,PROV0148,Cardiology,6790912630
39910,PROV0478,Oncology,7396127368
39911,PROV0276,General Practice,3504197251
39912,PROV0177,Internal Medicine,2354047934
39913,PROV0034,Internal Medicine,3950087418
39914,PROV0056,Internal Medicine,9105683606
39915,PROV0290,Orthopedics,8265125189
39916,PROV0309,Internal Medicine,8859162430
39917,PROV0369,Dermatology,3043606945
39918,PROV0214,Internal Medicine,4573786746
39919,PROV0452,Cardiology,9785159535
39920,PROV0240,Internal Medicine,6332706030
39921,PROV0255,General Practice,8796653133
39922,PROV0072,General Practice,1468648245
39923,PROV0122,Pediatrics,4073136204
39924,PROV0021,General Practice,5417465378
39925,PROV0044,Pediatrics,2486579610
39926,PROV0363,Internal Medicine,8101010355
39927,PROV0094,Orthopedics,1637943420
39928,PROV0500,General Practice,1554575441
39929,PROV0352,Internal Medicine,2967548995
39930,PROV0278,Internal Medicine,5472449516
39931,PROV0088,Orthopedics,9115975178
39932,PROV0101,General Practice,5082777937
39933,PROV0036,Internal Medicine,5033576346
39934,PROV0292,Internal Medicine,5391269798
39935,PROV0260,Internal Medicine,6041092734
39936,PROV0450,Surgery,4920782948
39937,PROV0378,General Practice,4910880723
39938,PROV0398,Oncology,7934163707
39939,PROV0006,General Practice,2542355642
39940,PROV0277,Dermatology,5422370265
39941,PROV0349,Internal Medicine,8864052154
39942,PROV0267,Dermatology,4349378344
39943,PROV0302,General Practice,5606208740
39944,PROV0432,Radiology,2166344046
39945,PROV0287,General Practice,2604641261
39946,PROV0355,General Practice,2537287168
39947,PROV0289,Radiology,6728823486
39948,PROV0308,Orthopedics,2686503691
39949,PROV0005,Pediatrics,4825423074
39950,PROV0262,General Practice,8084130565
39951,PROV0066,Cardiology,8199177701
39952,PROV0124,Orthopedics,4203054468
39953,PROV0013,Radiology,5208052932
39954,PROV0281,Radiology,8731312597
39955,PROV0100,Cardiology,3630618562
39956,PROV0439,Internal Medicine,7133934626
39957,PROV0409,General Practice,4258119206
39958,PROV0163,Surgery,1375461660
39959,PROV0013,General Practice,1794813088
39960,PROV0311,General Practice,7165636117
39961,PROV0189,General Practice,3746377747
39962,PROV0483,Dermatology,8871429650
39963,PROV0230,Internal Medicine,5194613410
39964,PROV0337,General Practice,8570734296
39965,PROV0215,Internal Medicine,6310383051
39966,PROV0176,Orthopedics,8163559640
39967,PROV0039,Orthopedics,6012220764
39968,PROV0393,General Practice,7554441498
39969,PROV0261,Cardiology,3797571806
39970,PROV0090,Orthopedics,1205338344
39971,PROV0136,Internal Medicine,1776340971
39972,PROV0260,General Practice,3824329549
39973,PROV0057,Surgery,1733940439
39974,PROV0354,Oncology,2680600336
39975,PROV0097,Cardiology,4091965705
39976,PROV0242,Pediatrics,5005487092
39977,PROV0241,Pediatrics,3527729636
39978,PROV0307,Internal Medicine,2896115112
39979,PROV0466,General Practice,3008411054
39980,PROV0056,Oncology,9941918470
39981,PROV0155,Pediatrics,9670299850
39982,PROV0244,General Practice,4942211185
39983,PROV0311,Radiology,2957180281
39984,PROV0171,Internal Medicine,2324977595
39985,PROV0077,Internal Medicine,2449847365
39986,PROV0002,Cardiology,8169176360
39987,PROV0102,Cardiology,8216071064
39988,PROV0143,Neurology,8251001768
39989,PROV0376,Orthopedics,4458228292
39990,PROV0366,General Practice,3445935958
39991,PROV0176,Pediatrics,5955545867
39992,PROV0488,Neurology,3069274415
39993,PROV0411,Cardiology,9512388320
39994,PROV0122,General Practice,8177467433
39995,PROV0260,Internal Medicine,9635786918
39996,PROV0250,Internal Medicine,2365280856
39997,PROV0355,General Practice,3394010794
39998,PROV0363,Surgery,2263820753
39999,PROV0447,Oncology,5017451963
40000,PROV0357,Internal Medicine,5027321919
40001,PROV0491,General Practice,7051587671
40002,PROV0232,Internal Medicine,7489018174
40003,PROV0077,Internal Medicine,5734691899
40004,PROV0351,General Practice,4893997873
40005,PROV0249,Surgery,9541642949
40006,PROV0249,General Practice,7524683360
40007,PROV0059,Internal Medicine,6562578048
40008,PROV0015,Orthopedics,3456782870
40009,PROV0253,Orthopedics,3166024204
40010,PROV0405,Internal Medicine,4468031228
40011,PROV0397,Surgery,6862823301
40012,PROV0224,Orthopedics,8668583905
40013,PROV0342,Oncology,4493972727
40014,PROV0178,Radiology,3047902172
40015,PROV0233,Orthopedics,4622218464
40016,PROV0194,General Practice,8118062600
40017,PROV0052,Orthopedics,6697359363
40018,PROV0030,Surgery,3904812151
40019,PROV0409,Pediatrics,9041652646
40020,PROV0467,Surgery,6927289235
40021,PROV0200,General Practice,3405959608
40022,PROV0425,Internal Medicine,6170185395
40023,PROV0395,Neurology,9625051145
40024,PROV0017,Orthopedics,3979535285
40025,PROV0090,Cardiology,3271867765
40026,PROV0424,Cardiology,9237531217
40027,PROV0221,General Practice,4743371296
40028,PROV0003,Neurology,6072557774
40029,PROV0453,Pediatrics,6867897518
40030,PROV0074,Oncology,3963994484
40031,PROV0059,General Practice,5289918945
40032,PROV0319,Internal Medicine,6013601774
40033,PROV0039,Internal Medicine,7666110728
40034,PROV0285,Cardiology,4139672382
40035,PROV0128,Neurology,8232828927
40036,PROV0249,Internal Medicine,2463599267
40037,PROV0218,Radiology,2435901666
40038,PROV0206,Orthopedics,2289565881
40039,PROV0340,Dermatology,4721296766
40040,PROV0487,General Practice,2278120849
40041,PROV0194,Oncology,3445644467
40042,PROV0115,Orthopedics,7692069681
40043,PROV0299,General Practice,7942317745
40044,PROV0457,Cardiology,4653958033
40045,PROV0052,Radiology,4003637829
40046,PROV0333,Dermatology,9138790735
40047,PROV0231,Cardiology,2617258806
40048,PROV0012,Surgery,4648373562
40049,PROV0414,Orthopedics,7785203648
40050,PROV0026,Dermatology,5339957351
40051,PROV0316,General Practice,8795437101
40052,PROV0175,General Practice,1187149399
40053,PROV0319,General Practice,9304861558
40054,PROV0006,Orthopedics,2051650040
40055,PROV0120,Internal Medicine,9823197649
40056,PROV0197,General Practice,4533127458
40057,PROV0500,General Practice,9540752103
40058,PROV0271,Internal Medicine,7007888537
40059,PROV0157,Orthopedics,1406264928
40060,PROV0075,Oncology,5341353944
40061,PROV0159,Internal Medicine,1773845488
40062,PROV0384,General Practice,6405943398
40063,PROV0184,Oncology,2432129871
40064,PROV0089,Oncology,6700291419
40065,PROV0124,Oncology,2382405303
40066,PROV0215,Cardiology,1505358032
40067,PROV0070,Cardiology,6556818294
40068,PROV0105,Cardiology,8309231192
40069,PROV0331,Internal Medicine,9266384139
40070,PROV0329,Pediatrics,3782965822
40071,PROV0241,Internal Medicine,1983245875
40072,PROV0313,Dermatology,6512502403
40073,PROV0340,General Practice,1484519100
40074,PROV0210,Orthopedics,9474910516
40075,PROV0500,General Practice,1945327523
40076,PROV0164,Pediatrics,6558810535
40077,PROV0072,General Practice,2494369384
40078,PROV0414,Internal Medicine,8519524873
40079,PROV0349,Dermatology,3162687212
40080,PROV0090,Cardiology,4134767605
40081,PROV0362,Orthopedics,8389713345
40082,PROV0353,Internal Medicine,9226579922
40083,PROV0224,Neurology,7672198335
40084,PROV0182,Neurology,4148191156
40085,PROV0062,Surgery,3027908546
40086,PROV0294,General Practice,8464938488
40087,PROV0471,Internal Medicine,9351979424
40088,PROV0056,Internal Medicine,3581946915
40089,PROV0446,General Practice,1549518526
40090,PROV0301,General Practice,4154921360
40091,PROV0480,General Practice,1481267260
40092,PROV0095,Pediatrics,9895723148
40093,PROV0108,Pediatrics,1954793570
40094,PROV0302,General Practice,3964004448
40095,PROV0340,General Practice,9961768372
40096,PROV0453,General Practice,4536269494
40097,PROV0121,Orthopedics,2053442758
40098,PROV0191,Radiology,6603524781
40099,PROV0223,Orthopedics,2142708361
40100,PROV0175,Orthopedics,4782357835
40101,PROV0424,General Practice,4857433828
40102,PROV0404,Internal Medicine,6554087247
40103,PROV0056,Pediatrics,7399304530
40104,PROV0274,Cardiology,8899459092
40105,PROV0434,Internal Medicine,3930011083
40106,PROV0213,General Practice,8571828329
40107,PROV0484,General Practice,4442323297
40108,PROV0334,Orthopedics,7565266022
40109,PROV0118,Oncology,6218196134
40110,PROV0448,Internal Medicine,9100292229
40111,PROV0184,Internal Medicine,9131828085
40112,PROV0428,General Practice,5637188437
40113,PROV0034,General Practice,2223895977
40114,PROV0355,Oncology,4232288035
40115,PROV0431,Neurology,7803935044
40116,PROV0128,General Practice,8400341219
40117,PROV0371,Neurology,4034390838
40118,PROV0073,Internal Medicine,1006861034
40119,PROV0268,Cardiology,1678265728
40120,PROV0339,General Practice,7223779390
40121,PROV0276,Pediatrics,5997925773
40122,PROV0025,Internal Medicine,2277671571
40123,PROV0106,Dermatology,5327808672
40124,PROV0379,Oncology,4375568734
40125,PROV0417,General Practice,6546934132
40126,PROV0005,Oncology,8041959628
40127,PROV0173,Orthopedics,7190547493
40128,PROV0031,Internal Medicine,4150622143
40129,PROV0201,Pediatrics,4691133433
40130,PROV0029,General Practice,1510815703
40131,PROV0346,Oncology,1894266826
40132,PROV0166,Internal Medicine,7265181202
40133,PROV0430,Neurology,1068576463
40134,PROV0468,General Practice,8267094129
40135,PROV0123,Oncology,5243996188
40136,PROV0463,Neurology,8964108094
40137,PROV0101,Cardiology,3142578624
40138,PROV0460,General Practice,4549809541
40139,PROV0056,Oncology,6896848281
40140,PROV0400,General Practice,8527861064
40141,PROV0066,Internal Medicine,8057460517
40142,PROV0006,Dermatology,4124360898
40143,PROV0256,General Practice,6904929475
40144,PROV0058,Radiology,5496284580
40145,PROV0085,General Practice,2261969275
40146,PROV0069,Internal Medicine,9397096219
40147,PROV0459,Radiology,4348153365
40148,PROV0074,Pediatrics,1287369192
40149,PROV0238,Radiology,1417837695
40150,PROV0444,Surgery,3218284596
40151,PROV0156,Radiology,2498130006
40152,PROV0385,Internal Medicine,3922652031
40153,PROV0229,Pediatrics,7219332129
40154,PROV0238,Dermatology,6726141237
40155,PROV0115,General Practice,8468001144
40156,PROV0448,Radiology,2754860015
40157,PROV0349,Orthopedics,8230606048
40158,PROV0408,Pediatrics,3056025203
40159,PROV0462,Cardiology,3054560938
40160,PROV0064,General Practice,4717782947
40161,PROV0307,Internal Medicine,4875144009
40162,PROV0447,Pediatrics,1236877539
40163,PROV0368,Oncology,5300308745
40164,PROV0374,Pediatrics,8613557420
40165,PROV0024,Pediatrics,6617265389
40166,PROV0376,General Practice,5342607159
40167,PROV0135,Dermatology,3430053178
40168,PROV0333,General Practice,3131191048
40169,PROV0079,Orthopedics,2787048762
40170,PROV0431,Radiology,2309542982
40171,PROV0438,Orthopedics,8914805355
40172,PROV0249,Internal Medicine,4952681129
40173,PROV0500,Orthopedics,5030418734
40174,PROV0260,General Practice,5030772740
40175,PROV0260,Neurology,7148508367
40176,PROV0368,Orthopedics,6441250936
40177,PROV0477,Radiology,2150867233
40178,PROV0472,Pediatrics,4096370364
40179,PROV0111,General Practice,6670205020
40180,PROV0310,Dermatology,9607476137
40181,PROV0215,General Practice,2319473020
40182,PROV0134,Internal Medicine,4614860587
40183,PROV0111,Pediatrics,8746630965
40184,PROV0499,Internal Medicine,3423000700
40185,PROV0046,Oncology,6916845413
40186,PROV0297,Surgery,1017500703
40187,PROV0295,Orthopedics,7758101154
40188,PROV0252,Pediatrics,3938259715
40189,PROV0127,General Practice,4115070477
40190,PROV0368,Orthopedics,4696141693
40191,PROV0311,Oncology,3219877587
40192,PROV0024,Neurology,8274141285
40193,PROV0414,General Practice,9268897619
40194,PROV0127,General Practice,8182351631
40195,PROV0316,General Practice,6041297527
40196,PROV0098,Radiology,9630090514
40197,PROV0431,Cardiology,7080155039
40198,PROV0317,Pediatrics,9674513644
40199,PROV0220,Pediatrics,2904544311
40200,PROV0184,General Practice,6834393090
40201,PROV0338,Orthopedics,3422709579
40202,PROV0288,Internal Medicine,2377942445
40203,PROV0426,Orthopedics,7497027480
40204,PROV0128,Internal Medicine,2296093375
40205,PROV0127,Orthopedics,3690812506
40206,PROV0158,Orthopedics,3498051579
40207,PROV0024,General Practice,4412098994
40208,PROV0188,Surgery,3257237788
40209,PROV0105,Internal Medicine,4052894540
