provider_sk,provider_id,speciality,npi
3663,6172025088.0,Urology,6172025088.0
3664,8201657412.0,ENT,8201657412.0
3665,8617360361.0,Anesthesiology,8617360361.0
3666,3429019820.0,OB/GYN,3300410603.0
3667,-1.0,Orthopedics,4410631499.0
3668,7249131725.0,Urology,-1.0
3669,9934732205.0,Radiology,9934732205.0
3670,-1.0,Ophthalmology,7551924297.0
3671,7789894969.0,Orthopedics,8595449035.0
3672,5789633176.0,Emergency Medicine,3345186726.0
3673,1417124022.0,Radiology,1417124022.0
3674,6062840421.0,Emergency Medicine,6062840421.0
3675,4277126738.0,Neurology,-1.0
3676,9626479694.0,Dermatology,9626479694.0
3677,-1.0,Anesthesiology,4389907086.0
3678,2701863688.0,Physical Medicine & Rehabilitation,6043556397.0
3679,3775097146.0,Primary Care,3775097146.0
3680,9572442790.0,Emergency Medicine,9572442790.0
3681,5557202847.0,Cardiology,5557202847.0
3682,-1.0,Psychiatry,8582302820.0
3683,3096471391.0,Podiatry,3096471391.0
3684,6150137259.0,Gastroenterology,6512473073.0
3685,-1.0,Radiology,4187526779.0
3686,4398194022.0,Cardiology,4398194022.0
3687,2520585151.0,ENT,2520585151.0
3688,7403618535.0,Urology,7403618535.0
3689,7756133581.0,Gastroenterology,2182482501.0
3690,1419438537.0,General Surgery,1419438537.0
3691,1368570209.0,Neurology,1368570209.0
3692,7644679689.0,Pediatrics,7228589099.0
3693,7435820151.0,Vascular Surgery,7435820151.0
3694,8861702173.0,Pediatrics,2338071035.0
3695,9400666399.0,Family Medicine,9400666399.0
3696,1871241447.0,Orthopedics,1871241447.0
3697,3906691687.0,Pathology,-1.0
3698,-1.0,Plastic Surgery,8129657181.0
3699,7663237365.0,Physical Medicine & Rehabilitation,7663237365.0
3700,-1.0,Pathology,2754947472.0
3701,6925149894.0,OB/GYN,6925149894.0
3702,9728758948.0,Infectious Disease,9728758948.0
3703,2052025838.0,Psychiatry,8990953120.0
3704,4731897202.0,Rheumatology,1870364501.0
3705,2283560032.0,Pulmonology,5534940717.0
3706,3194880840.0,Family Medicine,3194880840.0
3707,-1.0,Urology,6244291385.0
3708,8589750998.0,Physical Medicine & Rehabilitation,3373532144.0
3709,-1.0,Orthopedics,2047225988.0
3710,7913460903.0,Nephrology,1692260865.0
3711,2276293556.0,Anesthesiology,2276293556.0
3712,4191739394.0,Pediatrics,4191739394.0
3713,1021537349.0,Pulmonology,1021537349.0
3714,1996980049.0,Oncology,1996980049.0
3715,-1.0,Pathology,3822966125.0
3716,5487388603.0,OB/GYN,-1.0
3717,-1.0,Neurology,9073973350.0
3718,6285111559.0,Internal Medicine,6285111559.0
3719,9112676784.0,Gastroenterology,1926908177.0
3720,2178508211.0,ENT,-1.0
3721,4934323885.0,Gastroenterology,9977741353.0
3722,3198412860.0,ENT,2889124482.0
3723,4969115197.0,Emergency Medicine,4066503343.0
3724,2324674174.0,Infectious Disease,2655596037.0
3725,3172620347.0,Radiology,8832317049.0
3726,-1.0,Dermatology,-1.0
3727,2474731513.0,Urology,6927755019.0
3728,8671018609.0,Infectious Disease,8671018609.0
3729,3754792544.0,Allergy & Immunology,3754792544.0
3730,2866092821.0,Oncology,2866092821.0
3731,1575313061.0,Gastroenterology,1575313061.0
3732,6448508300.0,Ophthalmology,6448508300.0
3733,6708555365.0,Dermatology,-1.0
3734,6969135358.0,ENT,7511789345.0
3735,6970795209.0,General Surgery,6970795209.0
3736,4793171654.0,Endocrinology,4971179056.0
3737,5916836707.0,Urology,5916836707.0
3738,2654984428.0,Infectious Disease,-1.0
3739,8395557226.0,Urology,-1.0
3740,-1.0,Infectious Disease,2821400851.0
3741,9633533290.0,Nephrology,9633533290.0
3742,2366852221.0,Psychiatry,8329147838.0
3743,3849232839.0,Rheumatology,8588168284.0
3744,1011756664.0,OB/GYN,1011756664.0
3745,7268929405.0,Gastroenterology,7268929405.0
3746,7417403386.0,Infectious Disease,2852680206.0
3747,6314943127.0,Pathology,6314943127.0
3748,2107399563.0,OB/GYN,2107399563.0
3749,-1.0,Psychiatry,1861601765.0
3750,7276670087.0,General Surgery,7276670087.0
3751,7337772725.0,Rheumatology,7337772725.0
3752,6367419685.0,Allergy & Immunology,6367419685.0
3753,-1.0,Plastic Surgery,5035629754.0
3754,4060550147.0,Radiology,4060550147.0
3755,9950913099.0,Orthopedics,9950913099.0
3756,1462917728.0,Pathology,1462917728.0
3757,3057380250.0,Pulmonology,3057380250.0
3758,8943866829.0,Cardiology,8943866829.0
3759,-1.0,Psychiatry,8958848294.0
3760,3886938847.0,General Surgery,5404728667.0
3761,3111814708.0,OB/GYN,3111814708.0
3762,7594134964.0,Physical Medicine & Rehabilitation,1371529741.0
3763,8658602946.0,General Surgery,-1.0
3764,5174677615.0,Neurology,7123069871.0
3765,-1.0,Gastroenterology,7358980667.0
3766,4403565157.0,Allergy & Immunology,4403565157.0
3767,8149805821.0,Allergy & Immunology,8149805821.0
3768,-1.0,Oncology,5651392850.0
3769,5749741271.0,Radiology,3295889998.0
3770,6597837495.0,Endocrinology,6597837495.0
3771,3189865928.0,Rheumatology,1575636814.0
3772,5501528110.0,Physical Medicine & Rehabilitation,-1.0
3773,8924383984.0,Primary Care,8924383984.0
3774,8425136942.0,Dermatology,8425136942.0
3775,8750287671.0,Neurology,7067664273.0
3776,9137862629.0,OB/GYN,5182397584.0
3777,8532051002.0,OB/GYN,8532051002.0
3778,1221612995.0,ENT,1221612995.0
3779,9473163280.0,Physical Medicine & Rehabilitation,9473163280.0
3780,3131206829.0,Allergy & Immunology,6209592616.0
3781,1162117256.0,Physical Medicine & Rehabilitation,2638844388.0
3782,6789753893.0,Gastroenterology,6789753893.0
3783,7546306953.0,Neurology,6128603222.0
3784,8303853049.0,Physical Medicine & Rehabilitation,8303853049.0
3785,2441027824.0,Oncology,2441027824.0
3786,5663801308.0,ENT,4638758794.0
3787,6241094005.0,Plastic Surgery,9790547502.0
3788,6460522214.0,Radiology,6460522214.0
3789,8203426392.0,Pathology,9343594133.0
3790,6752211372.0,Pathology,6752211372.0
3791,1523893241.0,Anesthesiology,1523893241.0
3792,4518871744.0,Allergy & Immunology,-1.0
3793,-1.0,ENT,4755317390.0
3794,4203931525.0,Pediatrics,7622682923.0
3795,7786957957.0,Orthopedics,7786957957.0
3796,9478415511.0,Gastroenterology,9478415511.0
3797,8387395021.0,Dermatology,1989401796.0
3798,4756463034.0,Primary Care,-1.0
3799,-1.0,Family Medicine,3921845810.0
3800,1330486187.0,Emergency Medicine,1330486187.0
3801,6461974809.0,Oncology,8047907245.0
3802,5269267449.0,Radiology,5269267449.0
3803,1416555576.0,Radiology,1416555576.0
3804,2087815852.0,Urology,2087815852.0
3805,6919736734.0,Internal Medicine,6919736734.0
3806,1674332429.0,Pulmonology,1674332429.0
3807,7539303689.0,Oncology,7539303689.0
3808,5297869651.0,Orthopedics,7740532559.0
3809,5704170329.0,Neurology,8391941503.0
3810,6388500844.0,Vascular Surgery,6388500844.0
3811,-1.0,Urology,5016450649.0
3812,7105574449.0,Allergy & Immunology,7105574449.0
3813,1795048055.0,Radiology,1795048055.0
3814,1713867006.0,ENT,1713867006.0
3815,8885327450.0,Anesthesiology,8885327450.0
3816,1954720281.0,General Surgery,1954720281.0
3817,3380064537.0,Neurology,1459884583.0
3818,-1.0,Family Medicine,3588224202.0
3819,-1.0,Plastic Surgery,6982112058.0
3820,5197702821.0,Ophthalmology,8248193187.0
3821,2001478427.0,Orthopedics,2001478427.0
3822,8103123072.0,Rheumatology,-1.0
3823,2754058263.0,Endocrinology,3487999997.0
3824,3010409194.0,Urology,3010409194.0
3825,4027173701.0,Psychiatry,4027173701.0
3826,3470738735.0,Neurology,2703069104.0
3827,6326916471.0,General Surgery,6326916471.0
3828,5229537468.0,Ophthalmology,5229537468.0
3829,9759305846.0,Pediatrics,1620409787.0
3830,1536125194.0,Allergy & Immunology,7661485256.0
3831,-1.0,Physical Medicine & Rehabilitation,3497983389.0
3832,4999673414.0,Cardiology,4992794363.0
3833,9159416252.0,ENT,6368400111.0
3834,-1.0,Physical Medicine & Rehabilitation,3710566582.0
3835,9167683678.0,Radiology,3153552689.0
3836,-1.0,Rheumatology,6761407157.0
3837,7376649850.0,Pulmonology,5904669177.0
3838,9771852156.0,Oncology,9771852156.0
3839,1473029049.0,Pulmonology,1473029049.0
3840,3205311267.0,Gastroenterology,3205311267.0
3841,5336127859.0,Anesthesiology,5336127859.0
3842,8560504306.0,Anesthesiology,8560504306.0
3843,-1.0,Internal Medicine,1894309868.0
3844,5691587262.0,Cardiology,5691587262.0
3845,1775591300.0,Family Medicine,8499310583.0
3846,2947957237.0,Emergency Medicine,2947957237.0
3847,1294050451.0,Endocrinology,1294050451.0
3848,8907814712.0,Internal Medicine,8907814712.0
3849,1065857791.0,Podiatry,1065857791.0
3850,3584862196.0,Infectious Disease,3584862196.0
3851,6286787774.0,Primary Care,7841134345.0
3852,5254923696.0,Emergency Medicine,-1.0
3853,4724448033.0,Pediatrics,-1.0
3854,8389496579.0,Pediatrics,8389496579.0
3855,9786121831.0,Ophthalmology,-1.0
3856,3703750755.0,Vascular Surgery,6511362810.0
3857,6902614211.0,Psychiatry,6902614211.0
3858,-1.0,Vascular Surgery,5276345770.0
3859,5087357728.0,Dermatology,-1.0
3860,9870374607.0,ENT,6676791678.0
3861,4609734448.0,Nephrology,3652627504.0
3862,4085157909.0,Vascular Surgery,4085157909.0
3863,9355126557.0,ENT,9355126557.0
3864,5811406571.0,Pediatrics,5811406571.0
3865,1503784616.0,Emergency Medicine,1503784616.0
3866,5943324387.0,OB/GYN,5943324387.0
3867,3806215682.0,OB/GYN,3806215682.0
3868,4907331090.0,Psychiatry,4907331090.0
3869,8138395069.0,Cardiology,8138395069.0
3870,3162425423.0,Orthopedics,3162425423.0
3871,8274328171.0,Orthopedics,8274328171.0
3872,4495858808.0,Anesthesiology,4495858808.0
3873,8573824182.0,Rheumatology,-1.0
3874,7458935790.0,Podiatry,2303149096.0
3875,9172908825.0,Rheumatology,9172908825.0
3876,4040409964.0,Cardiology,-1.0
3877,4016934569.0,Pediatrics,4016934569.0
3878,2809998995.0,Pathology,2809998995.0
3879,2687738937.0,General Surgery,2687738937.0
3880,6537714388.0,Neurology,6537714388.0
3881,1286967409.0,Podiatry,1286967409.0
3882,6852230291.0,Radiology,3672874600.0
3883,8359880081.0,Allergy & Immunology,8359880081.0
3884,1221696347.0,Family Medicine,1221696347.0
3885,1175118024.0,Oncology,1175118024.0
3886,6258396060.0,Pathology,6258396060.0
3887,1435098559.0,Psychiatry,1435098559.0
3888,6189517187.0,ENT,6189517187.0
3889,9419445903.0,Orthopedics,-1.0
3890,6470355877.0,Dermatology,6470355877.0
3891,7208619610.0,Cardiology,7208619610.0
3892,5639625630.0,Emergency Medicine,3456727401.0
3893,6101762091.0,Vascular Surgery,1351687395.0
3894,-1.0,Emergency Medicine,9736322281.0
3895,7605097681.0,Urology,7605097681.0
3896,5024825971.0,Vascular Surgery,5024825971.0
3897,5536224717.0,Pathology,5536224717.0
3898,2692504896.0,Ophthalmology,8289155008.0
3899,7999240863.0,Pediatrics,7999240863.0
3900,4843500210.0,Oncology,4843500210.0
3901,3304913884.0,Emergency Medicine,6972457656.0
3902,2166077574.0,Family Medicine,5699233025.0
3903,4277561834.0,Internal Medicine,9983352833.0
3904,5980945846.0,Emergency Medicine,5980945846.0
3905,3471601626.0,Family Medicine,3471601626.0
3906,-1.0,Gastroenterology,9342890236.0
3907,5952059278.0,Physical Medicine & Rehabilitation,2586866780.0
3908,8355760638.0,Rheumatology,1272804667.0
3909,1754321211.0,Psychiatry,1754321211.0
3910,-1.0,Plastic Surgery,3223123466.0
3911,4139778173.0,Allergy & Immunology,4139778173.0
3912,7107226324.0,Ophthalmology,4713067380.0
3913,-1.0,Podiatry,2604060189.0
3914,7704401333.0,Pediatrics,7704401333.0
3915,7170950494.0,Nephrology,7170950494.0
3916,1891929137.0,Plastic Surgery,4049354444.0
3917,9414458664.0,Gastroenterology,9414458664.0
3918,8533156974.0,Pulmonology,-1.0
3919,3252224016.0,Infectious Disease,3912001917.0
3920,9234930973.0,Rheumatology,9234930973.0
3921,4506222455.0,Radiology,5667303509.0
3922,9918573705.0,Emergency Medicine,4771666327.0
3923,1404589321.0,General Surgery,-1.0
3924,6649334064.0,Emergency Medicine,6649334064.0
3925,-1.0,Endocrinology,7823421383.0
3926,6822362090.0,Anesthesiology,6822362090.0
3927,-1.0,Pulmonology,9383660041.0
3928,7689680766.0,ENT,7416702081.0
3929,8060926433.0,Neurology,8060926433.0
3930,6183361933.0,Physical Medicine & Rehabilitation,9555280766.0
3931,7515756878.0,Allergy & Immunology,7515756878.0
3932,9604360044.0,Cardiology,7915713382.0
3933,2128097218.0,Allergy & Immunology,1847467382.0
3934,4900179544.0,Neurology,4900179544.0
3935,2625035499.0,Physical Medicine & Rehabilitation,2625035499.0
3936,-1.0,Podiatry,3456335839.0
3937,9779041827.0,Cardiology,3713891389.0
3938,8442057019.0,Emergency Medicine,8442057019.0
3939,-1.0,Allergy & Immunology,8396987201.0
3940,3568114320.0,Pediatrics,3568114320.0
3941,3006902845.0,Radiology,3006902845.0
3942,5288282161.0,Internal Medicine,5288282161.0
3943,5243939720.0,Family Medicine,5243939720.0
3944,5205684275.0,Pediatrics,5205684275.0
3945,3361388464.0,Rheumatology,3361388464.0
3946,1541363532.0,Pediatrics,1541363532.0
3947,8357617586.0,Pulmonology,8357617586.0
3948,8479455700.0,Nephrology,8479455700.0
3949,6649827836.0,General Surgery,6649827836.0
3950,5583579348.0,Pathology,5583579348.0
3951,1864305237.0,Physical Medicine & Rehabilitation,1864305237.0
3952,-1.0,Oncology,4589182564.0
3953,-1.0,Oncology,8523608307.0
3954,-1.0,Rheumatology,9194196378.0
3955,1243376637.0,Oncology,7137186015.0
3956,6277501644.0,Endocrinology,6277501644.0
3957,4761528424.0,Nephrology,4761528424.0
3958,5518908675.0,Pulmonology,5518908675.0
3959,6254707267.0,OB/GYN,6254707267.0
3960,6379012098.0,OB/GYN,6379012098.0
3961,6975857369.0,OB/GYN,-1.0
3962,6095359489.0,Allergy & Immunology,-1.0
3963,7104891000.0,OB/GYN,3496476841.0
3964,7025494053.0,Ophthalmology,2656284142.0
3965,4857459052.0,Vascular Surgery,-1.0
3966,1735888343.0,Urology,1735888343.0
3967,3624410325.0,Dermatology,3624410325.0
3968,3528924461.0,Primary Care,3528924461.0
3969,-1.0,Emergency Medicine,3939629904.0
3970,-1.0,Emergency Medicine,7783667060.0
3971,-1.0,Emergency Medicine,4690461734.0
3972,2153007516.0,Emergency Medicine,2153007516.0
3973,9759053215.0,Primary Care,9717446899.0
3974,4572255055.0,Neurology,4572255055.0
3975,-1.0,Pulmonology,6469458472.0
3976,4639017775.0,Oncology,5342657412.0
3977,3721377569.0,OB/GYN,3721377569.0
3978,3698470384.0,Allergy & Immunology,3698470384.0
3979,6426225421.0,Infectious Disease,-1.0
3980,4644358139.0,General Surgery,8444104309.0
3981,9635425513.0,Psychiatry,7714016059.0
3982,7187578950.0,Pediatrics,7187578950.0
3983,7253513875.0,Urology,9253591573.0
3984,1106996713.0,Gastroenterology,1106996713.0
3985,4856631347.0,Vascular Surgery,5149626556.0
3986,-1.0,Plastic Surgery,5177816551.0
3987,1629467410.0,OB/GYN,-1.0
3988,4189376783.0,Gastroenterology,4189376783.0
3989,3147487660.0,Neurology,7565604764.0
3990,7094992705.0,Radiology,8218139009.0
3991,2962601437.0,Pulmonology,2962601437.0
3992,4663992245.0,Orthopedics,4663992245.0
3993,9164319224.0,Internal Medicine,8450041619.0
3994,9729790084.0,Pulmonology,9729790084.0
3995,7183638017.0,Dermatology,7183638017.0
3996,4909199720.0,Pulmonology,5676124233.0
3997,3825353937.0,Rheumatology,3825353937.0
3998,3811489153.0,Family Medicine,3811489153.0
3999,4872908632.0,Emergency Medicine,9103034833.0
4000,-1.0,Pathology,4536523176.0
4001,2452066459.0,Internal Medicine,3167117096.0
4002,-1.0,Pediatrics,2277074076.0
4003,3531350085.0,Nephrology,5129890755.0
4004,6865994703.0,Emergency Medicine,6865994703.0
4005,-1.0,Radiology,-1.0
4006,3363483533.0,Neurology,3154775196.0
4007,6351537015.0,Neurology,4452387181.0
4008,5614299531.0,ENT,5614299531.0
4009,1303754004.0,Radiology,1303754004.0
4010,-1.0,Internal Medicine,6083846878.0
4011,-1.0,Primary Care,2015242176.0
4012,7914527549.0,Physical Medicine & Rehabilitation,7914527549.0
4013,-1.0,Gastroenterology,5609120848.0
4014,2193688100.0,ENT,7772126269.0
4015,1157215100.0,Ophthalmology,5525545507.0
4016,7691166260.0,Physical Medicine & Rehabilitation,-1.0
4017,5924077461.0,General Surgery,8933670858.0
4018,5672946587.0,General Surgery,9273969963.0
4019,7895255573.0,Urology,4604897459.0
4020,-1.0,Podiatry,6116450998.0
4021,1115518612.0,Pulmonology,2582891447.0
4022,5088043307.0,Nephrology,5088043307.0
4023,6090076463.0,Neurology,6090076463.0
4024,8018052519.0,Psychiatry,8018052519.0
4025,3623588379.0,Dermatology,6089760894.0
4026,7922645184.0,Psychiatry,2046488107.0
4027,5145057803.0,General Surgery,5145057803.0
4028,8274273035.0,Endocrinology,2455799465.0
4029,6184921425.0,ENT,6184921425.0
4030,2703387567.0,Allergy & Immunology,5458346881.0
4031,9021793855.0,General Surgery,9021793855.0
4032,-1.0,Radiology,5910011898.0
4033,5648042822.0,Urology,-1.0
4034,8492970833.0,Gastroenterology,8492970833.0
4035,8847888035.0,ENT,8847888035.0
4036,7344122367.0,Cardiology,7344122367.0
4037,3882025167.0,Family Medicine,3882025167.0
4038,1645523507.0,Cardiology,1645523507.0
4039,9222330478.0,Cardiology,9222330478.0
4040,8280271108.0,Pediatrics,8280271108.0
4041,9430997415.0,Podiatry,9430997415.0
4042,7873001834.0,Podiatry,8668207209.0
4043,8067828397.0,OB/GYN,9660772470.0
4044,5203784005.0,Internal Medicine,7900311444.0
4045,6284790737.0,General Surgery,5340791929.0
4046,5419489933.0,Pediatrics,7530723944.0
4047,2952849519.0,Gastroenterology,2324142596.0
4048,1288372981.0,Family Medicine,1288372981.0
4049,8569491238.0,Orthopedics,8569491238.0
4050,3125906089.0,Ophthalmology,3125906089.0
4051,4592888910.0,Emergency Medicine,6515223775.0
4052,9475504077.0,Allergy & Immunology,9475504077.0
4053,9199346195.0,Plastic Surgery,9199346195.0
4054,-1.0,Pulmonology,-1.0
4055,1312621735.0,Vascular Surgery,1312621735.0
4056,9664932488.0,Nephrology,9664932488.0
4057,1625801142.0,Orthopedics,-1.0
4058,9638083814.0,Allergy & Immunology,9638083814.0
4059,1720578321.0,Orthopedics,1720578321.0
4060,9516893896.0,Emergency Medicine,9516893896.0
4061,4611538856.0,Anesthesiology,4611538856.0
4062,6336509622.0,Plastic Surgery,6336509622.0
4063,1929617578.0,Orthopedics,1929617578.0
4064,3783008938.0,Plastic Surgery,1574980257.0
4065,3620283102.0,Plastic Surgery,3620283102.0
4066,2312471946.0,Plastic Surgery,8304658076.0
4067,-1.0,Cardiology,9737606893.0
4068,3253473926.0,Podiatry,8451668033.0
4069,7832220535.0,Podiatry,7832220535.0
4070,4597372574.0,ENT,4597372574.0
4071,5383941015.0,OB/GYN,-1.0
4072,9280022678.0,Urology,9280022678.0
4073,7730933699.0,Gastroenterology,7730933699.0
4074,5163431856.0,Internal Medicine,5163431856.0
4075,4727306207.0,Podiatry,4727306207.0
4076,3828316958.0,Allergy & Immunology,3828316958.0
4077,8621268224.0,Endocrinology,4240098146.0
4078,-1.0,Infectious Disease,9813834458.0
4079,8582905353.0,Gastroenterology,-1.0
4080,1168955940.0,General Surgery,1168955940.0
4081,7428390960.0,Pediatrics,7428390960.0
4082,6973394281.0,Physical Medicine & Rehabilitation,6944972993.0
4083,6739682547.0,Gastroenterology,3466871629.0
4084,5957341287.0,Dermatology,7428802196.0
4085,7941206762.0,Anesthesiology,7941206762.0
4086,-1.0,Infectious Disease,6713669260.0
4087,-1.0,Psychiatry,1096136312.0
4088,-1.0,Primary Care,8050309747.0
4089,6642064072.0,Neurology,6642064072.0
4090,4289338885.0,Pulmonology,6819740237.0
4091,6628085201.0,Ophthalmology,1568214441.0
4092,7930280777.0,Gastroenterology,5237202154.0
4093,6932342612.0,Primary Care,-1.0
4094,2792012815.0,General Surgery,2792012815.0
4095,3095318649.0,Primary Care,3095318649.0
4096,2367291673.0,Psychiatry,2367291673.0
4097,3971690968.0,Family Medicine,3971690968.0
4098,5052536540.0,Internal Medicine,5314431621.0
4099,5003954344.0,Infectious Disease,5003954344.0
4100,9768967810.0,Vascular Surgery,3314594733.0
4101,3765310743.0,Rheumatology,-1.0
4102,8349335715.0,Pulmonology,8349335715.0
4103,1150677468.0,Podiatry,5071301201.0
4104,2765728981.0,Endocrinology,8712252224.0
4105,5428082088.0,OB/GYN,5428082088.0
4106,1966662179.0,Orthopedics,1966662179.0
4107,1553040088.0,ENT,1553040088.0
4108,7638836058.0,ENT,1150858385.0
4109,2421289722.0,Primary Care,5193191487.0
4110,5369429238.0,Radiology,5369429238.0
4111,1669011302.0,ENT,1669011302.0
4112,7020369944.0,General Surgery,7020369944.0
4113,9644118134.0,Physical Medicine & Rehabilitation,9644118134.0
4114,5016044910.0,Pathology,9458633440.0
4115,3370970711.0,Ophthalmology,3370970711.0
4116,5109468645.0,Pathology,-1.0
4117,3146309825.0,Orthopedics,1221088367.0
4118,9083864810.0,Allergy & Immunology,9083864810.0
4119,-1.0,ENT,2866413342.0
4120,3201171190.0,Endocrinology,5216986258.0
4121,8842204961.0,Cardiology,8842204961.0
4122,2660286914.0,Cardiology,3624253543.0
4123,5781753301.0,ENT,5781753301.0
4124,4514489277.0,Physical Medicine & Rehabilitation,4514489277.0
4125,5913767020.0,Pathology,5913767020.0
4126,3646973915.0,Nephrology,3646973915.0
4127,2211374001.0,Pediatrics,2211374001.0
4128,1467181597.0,Pediatrics,6654396790.0
4129,2391273095.0,Emergency Medicine,2391273095.0
4130,4177181331.0,Allergy & Immunology,4681306928.0
4131,4236196039.0,Internal Medicine,4236196039.0
4132,9189856335.0,Radiology,9189856335.0
4133,3283792913.0,General Surgery,3283792913.0
4134,4282885066.0,Internal Medicine,4282885066.0
4135,7287605035.0,Family Medicine,7287605035.0
4136,8783745505.0,Psychiatry,-1.0
4137,5907917027.0,General Surgery,4169464244.0
4138,2319284655.0,Plastic Surgery,2319284655.0
4139,1257922823.0,Internal Medicine,1257922823.0
4140,3934040683.0,Vascular Surgery,3934040683.0
4141,4829551639.0,Internal Medicine,8524147067.0
4142,9457072430.0,Rheumatology,9457072430.0
4143,9720832262.0,Pediatrics,9720832262.0
4144,2927836083.0,Allergy & Immunology,2927836083.0
4145,8113780210.0,Family Medicine,8113780210.0
4146,9701231535.0,Family Medicine,9701231535.0
4147,7921262641.0,Plastic Surgery,2174145911.0
4148,5052915145.0,Physical Medicine & Rehabilitation,2361267412.0
4149,9698553771.0,Psychiatry,9698553771.0
4150,7483366056.0,Pediatrics,7483366056.0
4151,2351531223.0,Internal Medicine,2351531223.0
4152,-1.0,OB/GYN,6709169445.0
4153,6286336299.0,Pediatrics,6286336299.0
4154,3395347941.0,Cardiology,3395347941.0
4155,2306681495.0,Anesthesiology,2306681495.0
4156,7818258958.0,Dermatology,7818258958.0
4157,3828935922.0,Dermatology,3828935922.0
4158,9977393631.0,Gastroenterology,4618259072.0
4159,5727735496.0,Dermatology,5727735496.0
4160,1686266034.0,Psychiatry,1686266034.0
4161,2860212181.0,Internal Medicine,2860212181.0
4162,3044558229.0,Internal Medicine,1705029361.0
4163,5698353763.0,Ophthalmology,5698353763.0
4164,2157960161.0,Family Medicine,2939389472.0
4165,3160997637.0,Ophthalmology,3160997637.0
4166,4107844278.0,Internal Medicine,4107844278.0
4167,6075188222.0,Anesthesiology,6075188222.0
4168,1231178500.0,Nephrology,1231178500.0
4169,4534096467.0,Endocrinology,4534096467.0
4170,4658080160.0,OB/GYN,4658080160.0
4171,7079474137.0,Family Medicine,7079474137.0
4172,8199937700.0,Orthopedics,8199937700.0
4173,6651020291.0,ENT,6651020291.0
4174,9353816138.0,Podiatry,9353816138.0
4175,5830513583.0,Urology,5830513583.0
4176,7481382776.0,Urology,9898272742.0
4177,2638481615.0,Podiatry,5517441782.0
4178,1498495745.0,Urology,6888942567.0
4179,9698662000.0,Vascular Surgery,3401622178.0
4180,3885393087.0,Podiatry,2954836412.0
4181,2326914126.0,Allergy & Immunology,2326914126.0
4182,-1.0,Orthopedics,9003180763.0
4183,2599620611.0,Infectious Disease,2599620611.0
4184,8848705807.0,OB/GYN,-1.0
4185,-1.0,Vascular Surgery,5579876946.0
4186,8037389869.0,Pulmonology,8037389869.0
4187,4632522232.0,ENT,4632522232.0
4188,1010508398.0,Oncology,4969899609.0
4189,-1.0,Orthopedics,5306459450.0
4190,-1.0,Orthopedics,7493011309.0
4191,6171320658.0,Oncology,6171320658.0
4192,5203379410.0,Radiology,3206152164.0
4193,7354397094.0,Ophthalmology,7354397094.0
4194,3354336159.0,Ophthalmology,3354336159.0
4195,5537324389.0,Radiology,5537324389.0
4196,3394312477.0,Cardiology,3394312477.0
4197,2129971523.0,Internal Medicine,2129971523.0
4198,-1.0,Internal Medicine,4345407664.0
4199,8018504635.0,Cardiology,2511333887.0
4200,6607516082.0,Allergy & Immunology,6607516082.0
4201,8127147064.0,Infectious Disease,5392126631.0
4202,-1.0,Emergency Medicine,6768427475.0
4203,-1.0,Internal Medicine,1783367740.0
4204,7867016014.0,Urology,-1.0
4205,2895803682.0,Nephrology,4420856260.0
4206,5325865521.0,Urology,5325865521.0
4207,7222637202.0,Emergency Medicine,-1.0
4208,5848235872.0,Nephrology,5848235872.0
4209,1506651617.0,OB/GYN,1506651617.0
4210,4177277293.0,OB/GYN,4634211163.0
4211,-1.0,Emergency Medicine,6431555447.0
4212,8015215852.0,Oncology,6184568391.0
4213,4541853179.0,Orthopedics,-1.0
4214,8072146687.0,Primary Care,8072146687.0
4215,7957316436.0,Pathology,7957316436.0
4216,6415129153.0,Plastic Surgery,6415129153.0
4217,1868498641.0,Cardiology,1868498641.0
4218,1815493684.0,Internal Medicine,3300222413.0
4219,2381673597.0,Psychiatry,2381673597.0
4220,8708217144.0,Emergency Medicine,8708217144.0
4221,6101861154.0,General Surgery,6101861154.0
4222,1923712273.0,Internal Medicine,1923712273.0
4223,2783074271.0,Allergy & Immunology,-1.0
4224,5680049096.0,Anesthesiology,-1.0
4225,3285488356.0,Internal Medicine,3285488356.0
4226,2008716202.0,General Surgery,2008716202.0
4227,4351139334.0,Psychiatry,-1.0
4228,5830470599.0,Psychiatry,5830470599.0
4229,-1.0,Emergency Medicine,3898885090.0
4230,5201966859.0,Pediatrics,5201966859.0
4231,5590393752.0,ENT,6421244151.0
4232,1375899416.0,Primary Care,1375899416.0
4233,8585583166.0,Radiology,-1.0
4234,7234615717.0,Family Medicine,7234615717.0
4235,7633342225.0,Infectious Disease,7633342225.0
4236,4962326905.0,General Surgery,4962326905.0
4237,7360670711.0,Anesthesiology,7360670711.0
4238,3795855101.0,OB/GYN,3795855101.0
4239,4417097158.0,Allergy & Immunology,4417097158.0
4240,-1.0,Physical Medicine & Rehabilitation,9605842084.0
4241,9547414431.0,Pediatrics,9547414431.0
4242,9287689394.0,Infectious Disease,-1.0
4243,-1.0,Pathology,2683446724.0
4244,2731857559.0,Anesthesiology,6269494581.0
4245,9766630194.0,Nephrology,9705462668.0
4246,-1.0,Ophthalmology,3474420092.0
4247,4997329298.0,ENT,6621847095.0
4248,8914965741.0,Dermatology,-1.0
4249,9295286514.0,Podiatry,7832118152.0
4250,9248574674.0,Urology,9248574674.0
4251,3610575957.0,Emergency Medicine,3610575957.0
